Event Rate: [0.40, 0.16, 0.10, 0.04, 0.06, 0.07, 0.08, 0.12, 0.15, 0.17, 0.42, 0.45]
Event Rate: [0.42, 0.19, 0.12, 0.05, 0.06, 0.08, 0.09, 0.13, 0.16, 0.18, 0.45, 0.44]
Event Rate: [0.39, 0.16, 0.09, 0.04, 0.05, 0.06, 0.07, 0.11, 0.13, 0.16, 0.41, 0.45]
Event Rate: [0.41, 0.18, 0.11, 0.05, 0.06, 0.07, 0.09, 0.12, 0.15, 0.17, 0.43, 0.45]
Event Rate: [0.40, 0.17, 0.10, 0.04, 0.05, 0.07, 0.08, 0.11, 0.14, 0.16, 0.43, 0.45]
Event Rate: [0.36, 0.15, 0.10, 0.04, 0.05, 0.07, 0.08, 0.11, 0.14, 0.16, 0.46, 0.45]
Event Rate: [0.39, 0.17, 0.10, 0.05, 0.06, 0.07, 0.08, 0.12, 0.15, 0.17, 0.41, 0.45]
Event Rate: [0.47, 0.21, 0.13, 0.06, 0.07, 0.09, 0.11, 0.16, 0.19, 0.21, 0.46, 0.44]
Event Rate: [0.40, 0.17, 0.10, 0.05, 0.06, 0.08, 0.09, 0.13, 0.16, 0.17, 0.40, 0.44]
Event Rate: [0.40, 0.16, 0.10, 0.05, 0.06, 0.07, 0.09, 0.13, 0.15, 0.17, 0.41, 0.44]
Event Rate: [0.39, 0.16, 0.10, 0.04, 0.06, 0.07, 0.08, 0.12, 0.14, 0.16, 0.43, 0.44]
Event Rate: [0.31, 0.13, 0.08, 0.03, 0.04, 0.05, 0.06, 0.09, 0.11, 0.12, 0.36, 0.44]
Event Rate: [0.35, 0.15, 0.09, 0.04, 0.05, 0.06, 0.07, 0.11, 0.13, 0.15, 0.40, 0.44]
Event Rate: [0.37, 0.16, 0.10, 0.04, 0.06, 0.07, 0.08, 0.12, 0.14, 0.16, 0.43, 0.44]
Event Rate: [0.32, 0.14, 0.08, 0.04, 0.05, 0.06, 0.07, 0.10, 0.12, 0.14, 0.37, 0.44]
Event Rate: [0.41, 0.18, 0.11, 0.05, 0.06, 0.08, 0.09, 0.13, 0.16, 0.18, 0.44, 0.44]
Event Rate: [0.42, 0.17, 0.10, 0.05, 0.06, 0.08, 0.10, 0.13, 0.16, 0.18, 0.43, 0.44]
Event Rate: [0.47, 0.22, 0.13, 0.07, 0.08, 0.11, 0.13, 0.18, 0.20, 0.23, 0.45, 0.44]
Event Rate: [0.45, 0.21, 0.13, 0.06, 0.08, 0.10, 0.12, 0.16, 0.19, 0.21, 0.45, 0.44]
Event Rate: [0.32, 0.13, 0.07, 0.03, 0.04, 0.06, 0.07, 0.10, 0.12, 0.14, 0.40, 0.44]
Event Rate: [0.38, 0.16, 0.10, 0.05, 0.06, 0.07, 0.09, 0.13, 0.15, 0.17, 0.43, 0.44]
Event Rate: [0.39, 0.19, 0.12, 0.06, 0.07, 0.09, 0.10, 0.14, 0.17, 0.19, 0.40, 0.44]
Event Rate: [0.38, 0.16, 0.09, 0.04, 0.06, 0.07, 0.09, 0.12, 0.14, 0.16, 0.43, 0.44]
Event Rate: [0.38, 0.16, 0.09, 0.04, 0.06, 0.07, 0.09, 0.12, 0.15, 0.18, 0.46, 0.45]
Event Rate: [0.45, 0.20, 0.12, 0.05, 0.07, 0.09, 0.10, 0.15, 0.18, 0.21, 0.45, 0.45]
Event Rate: [0.34, 0.14, 0.08, 0.04, 0.05, 0.06, 0.08, 0.11, 0.13, 0.15, 0.40, 0.45]
Event Rate: [0.38, 0.17, 0.10, 0.05, 0.06, 0.08, 0.10, 0.13, 0.16, 0.18, 0.41, 0.45]
Event Rate: [0.44, 0.19, 0.11, 0.05, 0.07, 0.08, 0.10, 0.14, 0.17, 0.19, 0.45, 0.45]
Event Rate: [0.48, 0.22, 0.13, 0.06, 0.08, 0.10, 0.12, 0.17, 0.20, 0.23, 0.46, 0.45]
Event Rate: [0.43, 0.19, 0.11, 0.05, 0.07, 0.08, 0.10, 0.14, 0.17, 0.19, 0.44, 0.44]
Event Rate: [0.37, 0.15, 0.09, 0.04, 0.05, 0.07, 0.08, 0.11, 0.13, 0.15, 0.41, 0.45]
Event Rate: [0.40, 0.18, 0.10, 0.05, 0.06, 0.08, 0.09, 0.12, 0.15, 0.17, 0.42, 0.45]
Event Rate: [0.40, 0.18, 0.10, 0.05, 0.06, 0.08, 0.10, 0.14, 0.16, 0.19, 0.43, 0.45]
Event Rate: [0.38, 0.16, 0.09, 0.05, 0.06, 0.08, 0.09, 0.13, 0.15, 0.17, 0.43, 0.45]
Event Rate: [0.42, 0.18, 0.11, 0.06, 0.07, 0.09, 0.11, 0.15, 0.18, 0.20, 0.45, 0.45]
Event Rate: [0.49, 0.22, 0.13, 0.07, 0.09, 0.11, 0.12, 0.17, 0.20, 0.22, 0.44, 0.45]
Event Rate: [0.44, 0.20, 0.12, 0.06, 0.08, 0.09, 0.11, 0.16, 0.18, 0.20, 0.43, 0.45]
Event Rate: [0.43, 0.19, 0.11, 0.05, 0.06, 0.08, 0.10, 0.14, 0.16, 0.19, 0.45, 0.46]
Event Rate: [0.45, 0.21, 0.13, 0.06, 0.08, 0.10, 0.12, 0.16, 0.18, 0.20, 0.42, 0.46]
Event Rate: [0.31, 0.13, 0.08, 0.04, 0.04, 0.06, 0.07, 0.10, 0.12, 0.14, 0.37, 0.46]
Event Rate: [0.40, 0.19, 0.10, 0.05, 0.06, 0.08, 0.10, 0.14, 0.16, 0.18, 0.42, 0.46]
Event Rate: [0.38, 0.17, 0.10, 0.05, 0.06, 0.07, 0.08, 0.12, 0.15, 0.17, 0.42, 0.46]
Event Rate: [0.39, 0.16, 0.09, 0.04, 0.06, 0.07, 0.08, 0.12, 0.14, 0.16, 0.44, 0.46]
Event Rate: [0.38, 0.16, 0.09, 0.05, 0.06, 0.08, 0.09, 0.13, 0.15, 0.17, 0.43, 0.46]
